"blueprint_agent","plane","cabina_family","authority_level","schema_table","surface","surface_status","queue","queue_item_type","flow_status","canonical_gate_family","proposed_gate","gate_catalog_status","canonical_stop_condition","proposed_stop_condition","stop_condition_glossary_status","decision","risk","owner_agent","reviewer_agent","required_skill","required_recipe","required_tool","required_validator","validation_coverage_class","order_class","allowed_actions","blocked_actions","required_artifacts","source_matrix_refs","target_repository","target_local_path","target_cabina","target_universe","distribution_decision","dataverse_mode","environment_url","environment_id","environment_type","tenant_id","solution_unique_name","publisher_prefix","table_or_queue","queue_id","workqueuekey","observed_count","duplicate_count","record_scope_required","idempotency_key_required","candidate_count_required","rollback_required","postcheck_required","evidence_freshness","write_authorization_state","evidence_path","readback_path","source_artifact","sanitization_status","evidence_hash","retention_scope","notes"
"repair-loop-planner","improvement","rey.frontier_guardian","01_AUTORIDAD_Y_GATES","mon_sdu_validation_gate","dataverse_dev_metadata","LOCAL_METADATA_ONLY","NO_QUEUE_GATE_ONLY","NOT_APPLICABLE","DESIGNED_NOT_CREATED_NOT_ACTIVE","GATE_REPO_NATIVE_WRITE","GATE_REPAIR_LOOP_REVIEW","PROPOSED_GATE_NEEDS_CATALOG_OR_FAMILY_MAPPING","NO_CANONICAL_STOP_MATCH","rollback_missing|blast_radius_unmapped|cross_cabina_target_missing|live_or_runtime_write_detected","PROPOSED_NEEDS_GLOSSARY_RECONCILIATION","MAP_TO_EXISTING_AGENT","high","rey.frontier_guardian","court.sdu_gate","tcu-descubridor-capacidades|parallel-order-governance","recipe.parallel_agent_operation|recipe.governed_order_preparation","tool.parallel_dispatch_policy_check|tool.local_validator",".agents/codex/tools/local_validate_capability_use_hardening.ps1|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_backreference_runtime_closure.ps1","LOCAL_READONLY_MODEL_VALIDATION","parallel_agent_work","read|classify|prepare_model|prepare_gate_packet","repo_write|checkout|push|pr|microsoft_live|dataverse_live|openai_api_live|runtime_activation|production|secret_materialization","evidence_path|readback_path|rollback|postcheck|validator|target_matrix_before_write","09_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION.csv|10_BLUEPRINT_AGENT_RECONCILIATION_PANEL_REVIEW.md|11_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION_V2.csv","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","metadata_only","https://org084965d9.crm.dynamics.com","7f65fc04-c27a-ea0d-bd2d-266aa9203c1e","Sandbox_DEV","TBD_NOT_PRINTED","SDUCapabilityControlPlane","mon","mon_sdu_validation_gate","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","YES","NO","NO","YES","YES","CURRENT_WORKPAPER_WITH_BRANCH_EVIDENCE_REFERENCES","METADATA_ONLY_NO_WRITE","TBD","TBD","CODEX_AGENT_NETWORK_MATRIX.csv","REQUIRED_NOT_ATTACHED","TBD","LOCAL_WORKPAPER","plans minimal reversible repair and blocks unbounded blast radius"
"fixture-builder","improvement","court.thot_schema","03_CORTE_EJECUTORA","mon_sdu_evidence","dataverse_dev_metadata","LOCAL_METADATA_ONLY","NO_QUEUE_METADATA_ONLY","NOT_APPLICABLE","DESIGNED_NOT_CREATED_NOT_ACTIVE","GATE_DATAVERSE_APPLY","GATE_FIXTURE_SCOPE_REVIEW","PROPOSED_GATE_NEEDS_CATALOG_OR_FAMILY_MAPPING","NO_CANONICAL_STOP_MATCH","fixture_scope_missing|source_artifact_missing","PROPOSED_NEEDS_GLOSSARY_RECONCILIATION","MAP_TO_EXISTING_AGENT","medium","court.thot_schema","codex.workspace_guardian","tcu-descubridor-capacidades|parallel-order-governance","recipe.parallel_agent_operation|recipe.governed_order_preparation","tool.parallel_dispatch_policy_check|tool.local_validator",".agents/codex/tools/local_validate_capability_use_hardening.ps1|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_backreference_runtime_closure.ps1|.agents/codex/tools/local_validate_agent_layer.ps1","LOCAL_READONLY_MODEL_VALIDATION","parallel_agent_work","read|classify|prepare_model|prepare_gate_packet","repo_write|checkout|push|pr|microsoft_live|dataverse_live|openai_api_live|runtime_activation|production|secret_materialization","evidence_path|readback_path|rollback|postcheck|validator|target_matrix_before_write","09_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION.csv|10_BLUEPRINT_AGENT_RECONCILIATION_PANEL_REVIEW.md|11_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION_V2.csv","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","metadata_only","https://org084965d9.crm.dynamics.com","7f65fc04-c27a-ea0d-bd2d-266aa9203c1e","Sandbox_DEV","TBD_NOT_PRINTED","SDUCapabilityControlPlane","mon","mon_sdu_evidence","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","YES","NO","NO","NO","YES","CURRENT_WORKPAPER_WITH_BRANCH_EVIDENCE_REFERENCES","METADATA_ONLY_NO_WRITE","TBD","TBD","CODEX_AGENT_NETWORK_MATRIX.csv","REQUIRED_NOT_ATTACHED","TBD","LOCAL_WORKPAPER","creates documentary fixture or sandbox plan only"
"synthetic-eval-runner","improvement","court.sdu_gate","01_AUTORIDAD_Y_GATES","mon_sdu_validation_gate","dataverse_dev_metadata","LOCAL_METADATA_ONLY","NO_QUEUE_GATE_ONLY","NOT_APPLICABLE","DESIGNED_NOT_CREATED_NOT_ACTIVE","GATE_DATAVERSE_APPLY","GATE_SYNTHETIC_EVAL_REVIEW","PROPOSED_GATE_NEEDS_CATALOG_OR_FAMILY_MAPPING","NO_CANONICAL_STOP_MATCH","synthetic_eval_plan_missing|required_validator_not_declared","PROPOSED_NEEDS_GLOSSARY_RECONCILIATION","MAP_TO_EXISTING_AGENT","medium","court.sdu_gate","codex.workspace_guardian","tcu-descubridor-capacidades|parallel-order-governance","recipe.parallel_agent_operation|recipe.governed_order_preparation","tool.parallel_dispatch_policy_check|tool.local_validator",".agents/codex/tools/local_validate_capability_use_hardening.ps1|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_backreference_runtime_closure.ps1","LOCAL_READONLY_MODEL_VALIDATION","parallel_agent_work","read|classify|prepare_model|prepare_gate_packet","repo_write|checkout|push|pr|microsoft_live|dataverse_live|openai_api_live|runtime_activation|production|secret_materialization","evidence_path|readback_path|rollback|postcheck|validator|target_matrix_before_write","09_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION.csv|10_BLUEPRINT_AGENT_RECONCILIATION_PANEL_REVIEW.md|11_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION_V2.csv","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","metadata_only","https://org084965d9.crm.dynamics.com","7f65fc04-c27a-ea0d-bd2d-266aa9203c1e","Sandbox_DEV","TBD_NOT_PRINTED","SDUCapabilityControlPlane","mon","mon_sdu_validation_gate","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","YES","NO","NO","NO","YES","CURRENT_WORKPAPER_WITH_BRANCH_EVIDENCE_REFERENCES","METADATA_ONLY_NO_WRITE","TBD","TBD","CODEX_AGENT_NETWORK_MATRIX.csv","REQUIRED_NOT_ATTACHED","TBD","LOCAL_WORKPAPER","reassigned from schema to validation gate family"
"validator-orchestrator","improvement","court.sdu_gate","01_AUTORIDAD_Y_GATES","mon_sdu_validation_gate","dataverse_dev_metadata","LOCAL_METADATA_ONLY","NO_QUEUE_GATE_ONLY","NOT_APPLICABLE","DESIGNED_NOT_CREATED_NOT_ACTIVE","GATE_REPO_NATIVE_WRITE","GATE_VALIDATION_ORCHESTRATION","PROPOSED_GATE_NEEDS_CATALOG_OR_FAMILY_MAPPING","NO_CANONICAL_STOP_MATCH","validator_orchestration_missing|required_validator_not_declared","PROPOSED_NEEDS_GLOSSARY_RECONCILIATION","MAP_TO_EXISTING_AGENT","medium","court.sdu_gate","codex.workspace_guardian","tcu-descubridor-capacidades|parallel-order-governance","recipe.parallel_agent_operation|recipe.governed_order_preparation","tool.parallel_dispatch_policy_check|tool.local_validator",".agents/codex/tools/local_validate_capability_use_hardening.ps1|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_backreference_runtime_closure.ps1","LOCAL_READONLY_MODEL_VALIDATION","parallel_agent_work","read|classify|prepare_model|prepare_gate_packet","repo_write|checkout|push|pr|microsoft_live|dataverse_live|openai_api_live|runtime_activation|production|secret_materialization","evidence_path|readback_path|rollback|postcheck|validator|target_matrix_before_write","09_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION.csv|10_BLUEPRINT_AGENT_RECONCILIATION_PANEL_REVIEW.md|11_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION_V2.csv","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","metadata_only","https://org084965d9.crm.dynamics.com","7f65fc04-c27a-ea0d-bd2d-266aa9203c1e","Sandbox_DEV","TBD_NOT_PRINTED","SDUCapabilityControlPlane","mon","mon_sdu_validation_gate","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","YES","NO","NO","YES","YES","CURRENT_WORKPAPER_WITH_BRANCH_EVIDENCE_REFERENCES","METADATA_ONLY_NO_WRITE","TBD","TBD","CODEX_AGENT_NETWORK_MATRIX.csv","REQUIRED_NOT_ATTACHED","TBD","LOCAL_WORKPAPER","coordinates validators and compares deltas"
"regression-checker","improvement","court.sdu_gate","01_AUTORIDAD_Y_GATES","mon_sdu_validation_gate","dataverse_dev_metadata","LOCAL_METADATA_ONLY","NO_QUEUE_GATE_ONLY","NOT_APPLICABLE","DESIGNED_NOT_CREATED_NOT_ACTIVE","GATE_REPO_NATIVE_WRITE","GATE_REGRESSION_EVIDENCE","PROPOSED_GATE_NEEDS_CATALOG_OR_FAMILY_MAPPING","NO_CANONICAL_STOP_MATCH","regression_report_missing|baseline_missing|regression_detected","PROPOSED_NEEDS_GLOSSARY_RECONCILIATION","MAP_TO_EXISTING_AGENT","high","court.sdu_gate","rey.frontier_guardian","tcu-descubridor-capacidades|parallel-order-governance","recipe.parallel_agent_operation|recipe.governed_order_preparation","tool.parallel_dispatch_policy_check|tool.local_validator",".agents/codex/tools/local_validate_capability_use_hardening.ps1|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_backreference_runtime_closure.ps1","LOCAL_READONLY_MODEL_VALIDATION","parallel_agent_work","read|classify|prepare_model|prepare_gate_packet","repo_write|checkout|push|pr|microsoft_live|dataverse_live|openai_api_live|runtime_activation|production|secret_materialization","evidence_path|readback_path|rollback|postcheck|validator|target_matrix_before_write","09_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION.csv|10_BLUEPRINT_AGENT_RECONCILIATION_PANEL_REVIEW.md|11_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION_V2.csv","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","metadata_only","https://org084965d9.crm.dynamics.com","7f65fc04-c27a-ea0d-bd2d-266aa9203c1e","Sandbox_DEV","TBD_NOT_PRINTED","SDUCapabilityControlPlane","mon","mon_sdu_validation_gate","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","YES","NO","NO","YES","YES","CURRENT_WORKPAPER_WITH_BRANCH_EVIDENCE_REFERENCES","METADATA_ONLY_NO_WRITE","TBD","TBD","CODEX_AGENT_NETWORK_MATRIX.csv","REQUIRED_NOT_ATTACHED","TBD","LOCAL_WORKPAPER","detects regressions before promotion"
"promotion-advisor","improvement","court.sdu_gate","01_AUTORIDAD_Y_GATES","mon_sdu_validation_gate","dataverse_dev_metadata","LOCAL_METADATA_ONLY","NO_QUEUE_GATE_ONLY","NOT_APPLICABLE","DESIGNED_NOT_CREATED_NOT_ACTIVE","GATE_REPO_NATIVE_WRITE","GATE_PROMOTION_REVIEW","PROPOSED_GATE_NEEDS_CATALOG_OR_FAMILY_MAPPING","NO_CANONICAL_STOP_MATCH","promotion_gate_missing|promotion_without_human_gate","PROPOSED_NEEDS_GLOSSARY_RECONCILIATION","MAP_TO_EXISTING_AGENT","high","court.sdu_gate","rey.frontier_guardian","tcu-descubridor-capacidades|parallel-order-governance","recipe.parallel_agent_operation|recipe.governed_order_preparation","tool.parallel_dispatch_policy_check|tool.local_validator",".agents/codex/tools/local_validate_capability_use_hardening.ps1|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_backreference_runtime_closure.ps1","LOCAL_READONLY_MODEL_VALIDATION","parallel_agent_work","read|classify|prepare_model|prepare_gate_packet","repo_write|checkout|push|pr|microsoft_live|dataverse_live|openai_api_live|runtime_activation|production|secret_materialization","evidence_path|readback_path|rollback|postcheck|validator|target_matrix_before_write","09_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION.csv|10_BLUEPRINT_AGENT_RECONCILIATION_PANEL_REVIEW.md|11_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION_V2.csv","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","metadata_only","https://org084965d9.crm.dynamics.com","7f65fc04-c27a-ea0d-bd2d-266aa9203c1e","Sandbox_DEV","TBD_NOT_PRINTED","SDUCapabilityControlPlane","mon","mon_sdu_validation_gate","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","YES","NO","NO","YES","YES","CURRENT_WORKPAPER_WITH_BRANCH_EVIDENCE_REFERENCES","METADATA_ONLY_NO_WRITE","TBD","TBD","CODEX_AGENT_NETWORK_MATRIX.csv","REQUIRED_NOT_ATTACHED","TBD","LOCAL_WORKPAPER","recommends promote discard adjust or escalate without activating"
"capability-expansion-planner","expansion","rey.governance_registrar","02_REGISTRO_Y_CARTOGRAFIA","sdu_agent","cabina_model_metadata","LOCAL_METADATA_ONLY","NO_QUEUE_METADATA_ONLY","NOT_APPLICABLE","DESIGNED_NOT_CREATED_NOT_ACTIVE","GATE_REPO_NATIVE_WRITE","GATE_CAPABILITY_EXPANSION_REVIEW","PROPOSED_GATE_NEEDS_CATALOG_OR_FAMILY_MAPPING","NO_CANONICAL_STOP_MATCH","capability_expansion_without_gate|capability_expansion_without_no_duplication_gate","PROPOSED_NEEDS_GLOSSARY_RECONCILIATION","MAP_TO_EXISTING_AGENT","high","rey.governance_registrar","rey.frontier_guardian","tcu-descubridor-capacidades|parallel-order-governance","recipe.parallel_agent_operation|recipe.governed_order_preparation","tool.parallel_dispatch_policy_check|tool.local_validator",".agents/codex/tools/local_validate_capability_use_hardening.ps1|.agents/codex/tools/local_validate_order_packets.ps1","LOCAL_READONLY_MODEL_VALIDATION","parallel_agent_work","read|classify|prepare_model|prepare_gate_packet","repo_write|checkout|push|pr|microsoft_live|dataverse_live|openai_api_live|runtime_activation|production|secret_materialization","evidence_path|readback_path|rollback|postcheck|validator|target_matrix_before_write","09_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION.csv|10_BLUEPRINT_AGENT_RECONCILIATION_PANEL_REVIEW.md|11_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION_V2.csv","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","not_applicable","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","TBD_NOT_PRINTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","YES","NO","NO","YES","YES","CURRENT_WORKPAPER_WITH_BRANCH_EVIDENCE_REFERENCES","METADATA_ONLY_NO_WRITE","TBD","TBD","CODEX_AGENT_NETWORK_MATRIX.csv","REQUIRED_NOT_ATTACHED","TBD","LOCAL_WORKPAPER","plans controlled expansion without queue or activation"
"agent-factory-planner","expansion","court.thot_schema","03_CORTE_EJECUTORA","sdu_agent","cabina_model_metadata","LOCAL_METADATA_ONLY","NO_QUEUE_METADATA_ONLY","NOT_APPLICABLE","DESIGNED_NOT_CREATED_NOT_ACTIVE","GATE_REPO_NATIVE_WRITE","GATE_AGENT_IDENTITY_CREATION_REVIEW","PROPOSED_GATE_NEEDS_CATALOG_OR_FAMILY_MAPPING","NO_CANONICAL_STOP_MATCH","agent_creation_without_no_duplication_gate|seventh_agent_created","PROPOSED_NEEDS_GLOSSARY_RECONCILIATION","NEW_DECLARATIVE_AGENT_CANDIDATE","high","court.thot_schema","rey.frontier_guardian","tcu-descubridor-capacidades|parallel-order-governance","recipe.parallel_agent_operation|recipe.governed_order_preparation","tool.parallel_dispatch_policy_check|tool.local_validator",".agents/codex/tools/local_validate_capability_use_hardening.ps1|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_agent_layer.ps1","LOCAL_READONLY_MODEL_VALIDATION","parallel_agent_work","read|classify|prepare_model|prepare_gate_packet","repo_write|checkout|push|pr|microsoft_live|dataverse_live|openai_api_live|runtime_activation|production|secret_materialization","evidence_path|readback_path|rollback|postcheck|validator|target_matrix_before_write","09_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION.csv|10_BLUEPRINT_AGENT_RECONCILIATION_PANEL_REVIEW.md|11_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION_V2.csv","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","not_applicable","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","TBD_NOT_PRINTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","YES","NO","NO","YES","YES","CURRENT_WORKPAPER_WITH_BRANCH_EVIDENCE_REFERENCES","METADATA_ONLY_NO_WRITE","TBD","TBD","CODEX_AGENT_NETWORK_MATRIX.csv","REQUIRED_NOT_ATTACHED","TBD","LOCAL_WORKPAPER","designs candidate only after no duplication review"
"skill-gap-proposer","expansion","court.thot_schema","03_CORTE_EJECUTORA","mon_sdu_agent_connection_mapping","dataverse_dev_metadata","LOCAL_METADATA_ONLY","NO_QUEUE_METADATA_ONLY","NOT_APPLICABLE","DESIGNED_NOT_CREATED_NOT_ACTIVE","GATE_DATAVERSE_APPLY","GATE_SKILL_GAP_REVIEW","PROPOSED_GATE_NEEDS_CATALOG_OR_FAMILY_MAPPING","skill_without_catalog_or_assignment|capability_use_preflight_missing","NONE","ALL_CANONICAL","MAP_TO_EXISTING_AGENT","medium","court.thot_schema","codex.workspace_guardian","tcu-descubridor-capacidades|parallel-order-governance","recipe.parallel_agent_operation|recipe.governed_order_preparation","tool.parallel_dispatch_policy_check|tool.local_validator",".agents/codex/tools/local_validate_capability_use_hardening.ps1|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_backreference_runtime_closure.ps1|.agents/codex/tools/local_validate_agent_layer.ps1","LOCAL_READONLY_MODEL_VALIDATION","parallel_agent_work","read|classify|prepare_model|prepare_gate_packet","repo_write|checkout|push|pr|microsoft_live|dataverse_live|openai_api_live|runtime_activation|production|secret_materialization","evidence_path|readback_path|rollback|postcheck|validator|target_matrix_before_write","09_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION.csv|10_BLUEPRINT_AGENT_RECONCILIATION_PANEL_REVIEW.md|11_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION_V2.csv","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","metadata_only","https://org084965d9.crm.dynamics.com","7f65fc04-c27a-ea0d-bd2d-266aa9203c1e","Sandbox_DEV","TBD_NOT_PRINTED","SDUCapabilityControlPlane","mon","mon_sdu_agent_connection_mapping","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","YES","NO","NO","NO","YES","CURRENT_WORKPAPER_WITH_BRANCH_EVIDENCE_REFERENCES","METADATA_ONLY_NO_WRITE","TBD","TBD","CODEX_AGENT_NETWORK_MATRIX.csv","REQUIRED_NOT_ATTACHED","TBD","LOCAL_WORKPAPER","proposes skill gaps as capability mappings not agent identities"
"registry-normalizer","expansion","rey.governance_registrar","02_REGISTRO_Y_CARTOGRAFIA","mon_sdu_agent_connection_mapping","dataverse_dev_metadata","LOCAL_METADATA_ONLY","NO_QUEUE_METADATA_ONLY","NOT_APPLICABLE","DESIGNED_NOT_CREATED_NOT_ACTIVE","GATE_DATAVERSE_APPLY","GATE_REGISTRY_POINTER_NORMALIZATION","PROPOSED_GATE_NEEDS_CATALOG_OR_FAMILY_MAPPING","NO_CANONICAL_STOP_MATCH","registry_pointer_missing|registry_data_copy_detected","PROPOSED_NEEDS_GLOSSARY_RECONCILIATION","MAP_TO_EXISTING_AGENT","medium","rey.governance_registrar","court.seshat_evidence","tcu-descubridor-capacidades|parallel-order-governance","recipe.parallel_agent_operation|recipe.governed_order_preparation","tool.parallel_dispatch_policy_check|tool.local_validator",".agents/codex/tools/local_validate_capability_use_hardening.ps1|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_backreference_runtime_closure.ps1","LOCAL_READONLY_MODEL_VALIDATION","parallel_agent_work","read|classify|prepare_model|prepare_gate_packet","repo_write|checkout|push|pr|microsoft_live|dataverse_live|openai_api_live|runtime_activation|production|secret_materialization","evidence_path|readback_path|rollback|postcheck|validator|target_matrix_before_write","09_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION.csv|10_BLUEPRINT_AGENT_RECONCILIATION_PANEL_REVIEW.md|11_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION_V2.csv","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","metadata_only","https://org084965d9.crm.dynamics.com","7f65fc04-c27a-ea0d-bd2d-266aa9203c1e","Sandbox_DEV","TBD_NOT_PRINTED","SDUCapabilityControlPlane","mon","mon_sdu_agent_connection_mapping","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","YES","NO","NO","YES","YES","CURRENT_WORKPAPER_WITH_BRANCH_EVIDENCE_REFERENCES","METADATA_ONLY_NO_WRITE","TBD","TBD","CODEX_AGENT_NETWORK_MATRIX.csv","REQUIRED_NOT_ATTACHED","TBD","LOCAL_WORKPAPER","normalizes registries as pointers and relationships not data copies"
"promotion-gate-resolver","expansion","court.sdu_gate","01_AUTORIDAD_Y_GATES","mon_sdu_validation_gate","dataverse_dev_metadata","LOCAL_METADATA_ONLY","NO_QUEUE_GATE_ONLY","NOT_APPLICABLE","DESIGNED_NOT_CREATED_NOT_ACTIVE","GATE_REPO_NATIVE_WRITE","GATE_PROMOTION_GATE_RESOLUTION","PROPOSED_GATE_NEEDS_CATALOG_OR_FAMILY_MAPPING","NO_CANONICAL_STOP_MATCH","promotion_gate_missing|runtime_activation_without_gate","PROPOSED_NEEDS_GLOSSARY_RECONCILIATION","MAP_TO_EXISTING_AGENT","high","court.sdu_gate","rey.frontier_guardian","tcu-descubridor-capacidades|parallel-order-governance","recipe.parallel_agent_operation|recipe.governed_order_preparation","tool.parallel_dispatch_policy_check|tool.local_validator",".agents/codex/tools/local_validate_capability_use_hardening.ps1|.agents/codex/tools/local_validate_order_packets.ps1|.agents/codex/tools/local_validate_backreference_runtime_closure.ps1","LOCAL_READONLY_MODEL_VALIDATION","parallel_agent_work","read|classify|prepare_model|prepare_gate_packet","repo_write|checkout|push|pr|microsoft_live|dataverse_live|openai_api_live|runtime_activation|production|secret_materialization","evidence_path|readback_path|rollback|postcheck|validator|target_matrix_before_write","09_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION.csv|10_BLUEPRINT_AGENT_RECONCILIATION_PANEL_REVIEW.md|11_CODEX_EVOLUTIONARY_BLUEPRINT_AGENT_RECONCILIATION_V2.csv","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","PENDING_TARGET_ONLY","metadata_only","https://org084965d9.crm.dynamics.com","7f65fc04-c27a-ea0d-bd2d-266aa9203c1e","Sandbox_DEV","TBD_NOT_PRINTED","SDUCapabilityControlPlane","mon","mon_sdu_validation_gate","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","YES","NO","NO","YES","YES","CURRENT_WORKPAPER_WITH_BRANCH_EVIDENCE_REFERENCES","METADATA_ONLY_NO_WRITE","TBD","TBD","CODEX_AGENT_NETWORK_MATRIX.csv","REQUIRED_NOT_ATTACHED","TBD","LOCAL_WORKPAPER","verifies gates before any capability activation"
