"branch_canonica","archivo","grupo_semantico","estrategia","justificacion","riesgo","follow_up"
"codex/gov/agents-sdk/live-operability-findings__ISSUE-RECON-001",".agents/codex/maps/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_FRAMEWORK_20260605.md","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=mapa_operativo","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004","02_AUTHORITY_CANON/POLICIES/SDU_CN_HUMAN_OPERATIONAL_MANDATE_POLICY_20260603.md","GRUPO_A_CANON_DOCTRINA","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","medio_nota_normativa","validar_en_pr_posterior"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004","AGENTS.md","GRUPO_A_CANON_DOCTRINA","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=canon_rector_o_politica","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004","readbacks/postmerge/READBACK_EXEC_APPLY_OPENAI_SDK_MICROSOFT_PRODUCTION_REVIEW_20260604.md","GRUPO_C_EVIDENCIA_READBACKS","INTEGRAR_RAMA","la rama aporta artefacto vigente no presente en main para intencion=[commit and files govern cabina dispatch, skill adapters, recipes and readbacks]; se integra sin alterar canon compartido","bajo","validar_en_pr_posterior"
"codex/gov/agents/global-operability-reconciliation__ISSUE-RECON-005",".agents/codex/matrices/AGENTS_GLOBAL_OPERABILITY_INVENTORY_20260605.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/agents/global-operability-reconciliation__ISSUE-RECON-005",".agents/codex/matrices/MATRIX_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/agents/global-operability-reconciliation__ISSUE-RECON-005",".agents/codex/matrices/ORDER_CLASS_CAPABILITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/agents/global-operability-reconciliation__ISSUE-RECON-005",".agents/codex/matrices/PARALLEL_OPERATION_CRITERIA_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/agents/global-operability-reconciliation__ISSUE-RECON-005",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/agents/global-operability-reconciliation__ISSUE-RECON-005",".agents/codex/routing.json","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=artefacto_tecnico_auxiliar","bajo","sin_accion"
"codex/gov/agents/global-operability-reconciliation__ISSUE-RECON-005","AGENTS.md","GRUPO_A_CANON_DOCTRINA","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=canon_rector_o_politica","bajo","sin_accion"
"codex/hardening/agents/global-operability-gate-queue__ISSUE-RECON-006",".agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_GATE_QUEUE_20260605.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/hardening/agents/global-operability-gate-queue__ISSUE-RECON-006",".agents/codex/matrices/MATRIX_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/hardening/agents/global-operability-gate-queue__ISSUE-RECON-006",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/hardening/agents/global-operability-gate-queue__ISSUE-RECON-006",".agents/codex/readbacks/2026-06-05_agent_global_operability_gate_queue_readback.md","GRUPO_C_EVIDENCIA_READBACKS","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=readback_evidencia_historica","bajo","sin_accion"
"codex/hardening/agents/global-operability-gate-queue__ISSUE-RECON-006",".agents/codex/tools/local_validate_agent_global_operability_package.ps1","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=validador_o_tool_local","bajo","sin_accion"
"codex/hardening/agents/global-operability-gate-queue__ISSUE-RECON-006",".gitignore","GRUPO_E_CONFIGURACION_BORDE","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=archivo_de_borde_ruido_local","bajo","sin_accion"
"codex/gov/agents/global-operability-gated-backlog__ISSUE-RECON-007",".agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_GATED_BACKLOG_20260605.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/agents/global-operability-gated-backlog__ISSUE-RECON-007",".agents/codex/matrices/MATRIX_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/agents/global-operability-gated-backlog__ISSUE-RECON-007",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/agents/global-operability-gated-backlog__ISSUE-RECON-007",".agents/codex/readbacks/2026-06-05_agent_global_operability_gated_backlog_readback.md","GRUPO_C_EVIDENCIA_READBACKS","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=readback_evidencia_historica","bajo","sin_accion"
"codex/gov/agents/global-operability-gated-backlog__ISSUE-RECON-007",".gitignore","GRUPO_E_CONFIGURACION_BORDE","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=archivo_de_borde_ruido_local","bajo","sin_accion"
"codex/feature/agents/global-operability-next-lane__ISSUE-RECON-008",".agents/codex/matrices/ORDER_PREPARATION_ASSIGNMENT_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/feature/agents/global-operability-next-lane__ISSUE-RECON-008",".agents/codex/matrices/PARALLEL_OPERATION_CRITERIA_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/feature/agents/global-operability-next-lane__ISSUE-RECON-008",".agents/codex/readbacks/2026-06-05_agent_global_operability_next_lane_execution_readback.md","GRUPO_C_EVIDENCIA_READBACKS","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=readback_evidencia_historica","bajo","sin_accion"
"codex/feature/agents/global-operability-next-lane__ISSUE-RECON-008",".gitignore","GRUPO_E_CONFIGURACION_BORDE","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=archivo_de_borde_ruido_local","bajo","sin_accion"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_SEMAPHORE_MATRIX_20260605.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/matrices/CHANGE_AWARE_IMPACT_GRAPH.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/matrices/CHANGE_AWARE_TEST_MANIFEST.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/matrices/MATRIX_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/matrices/TOOL_GOVERNANCE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/readbacks/2026-06-05_agent_global_operability_semaphore_matrix_readback.md","GRUPO_C_EVIDENCIA_READBACKS","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=readback_evidencia_historica","bajo","sin_accion"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/tools/TOOL_INDEX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=validador_o_tool_local","bajo","sin_accion"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/tools/local_validate_agent_global_operability_package.ps1","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","SEPARAR_EN_WORKPAPER","la ruta existe en main con contenido distinto; para no mezclar evidencia historica/canon vivo se preserva como antecedente trazable","bajo_conserva_trazabilidad","consultar_si_debe_promoverse_desde_workpaper"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".agents/codex/tools/local_validate_agent_global_operability_semaphore.ps1","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=validador_o_tool_local","bajo","sin_accion"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009",".gitignore","GRUPO_E_CONFIGURACION_BORDE","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=archivo_de_borde_ruido_local","bajo","sin_accion"
"codex/hardening/agents/global-operability-semaphore__ISSUE-RECON-009","MANIFEST.yaml","GRUPO_A_CANON_DOCTRINA","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=canon_rector_o_politica","bajo","sin_accion"
"codex/gov/cabina/post-pr101-next-lane-selection__ISSUE-RECON-010",".agents/codex/readbacks/2026-06-05_post_pr101_next_lane_selection_readback.md","GRUPO_C_EVIDENCIA_READBACKS","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=readback_evidencia_historica","bajo","sin_accion"
"codex/gov/cabina/post-pr101-next-lane-selection__ISSUE-RECON-010",".gitignore","GRUPO_E_CONFIGURACION_BORDE","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=archivo_de_borde_ruido_local","bajo","sin_accion"
"codex/gov/process/rescue-framework__ISSUE-RECON-011",".agents/codex/matrices/CABINA_PROCESS_RESCUE_MULTI_REPO_EXECUTION_PLAN_20260605.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/process/rescue-framework__ISSUE-RECON-011",".agents/codex/matrices/CABINA_PROCESS_RESCUE_MULTI_REPO_PROCESS_MATRIX_20260605.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/process/rescue-framework__ISSUE-RECON-011",".agents/codex/matrices/MATRIX_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/process/rescue-framework__ISSUE-RECON-011",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=matriz_operativa_o_indice","bajo","sin_accion"
"codex/gov/process/rescue-framework__ISSUE-RECON-011",".agents/codex/readbacks/2026-06-05_process_rescue_multirepo_sdu_api_readback.md","GRUPO_C_EVIDENCIA_READBACKS","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=readback_evidencia_historica","bajo","sin_accion"
"codex/gov/process/rescue-framework__ISSUE-RECON-011",".gitignore","GRUPO_E_CONFIGURACION_BORDE","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=archivo_de_borde_ruido_local","bajo","sin_accion"
"codex/gov/process/rescue-framework__ISSUE-RECON-011","governance/canon/CABINA_PROCESS_RESCUE_MULTI_REPO_FRAMEWORK_20260605.md","GRUPO_A_CANON_DOCTRINA","CONSERVAR_MAIN","main conserva el canon vigente PR132 o contenido equivalente; el aporte de rama no supera el estado rector actual para rol=canon_rector_o_politica","bajo","sin_accion"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_USAGE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_USAGE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_USAGE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_USAGE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_USAGE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","fila requerida por skill integrada en ISSUE-RECON-004; fusion puntual desde fuente para satisfacer catalogo, uso y metadata sin importar indice completo viejo","bajo_fusion_csv_por_clave","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","normalizacion semantica de metadata skill rey-modo-evidencia-riesgo-handoff: D legacy no es raiz operativa; se usa ruta C repo-local y validador existente","bajo_normalizacion_metadata","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","normalizacion semantica de metadata skill rey-modo-gobernador-capacidades: D legacy no es raiz operativa; se usa ruta C repo-local y validador existente","bajo_normalizacion_metadata","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","normalizacion semantica de metadata skill tcu-desarrollo-con-subagentes: D legacy no es raiz operativa; se usa ruta C repo-local y validador existente","bajo_normalizacion_metadata","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","normalizacion semantica de metadata skill tcu-redactor-planes-operativos: D legacy no es raiz operativa; se usa ruta C repo-local y validador existente","bajo_normalizacion_metadata","revalidar_skill_metadata"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","FUSION_SEMANTICA","normalizacion semantica de metadata skill sdu-ejecutor-gates: D legacy no es raiz operativa; se usa ruta C repo-local y validador existente","bajo_normalizacion_metadata","revalidar_skill_metadata"
